-0.002287,-0.010752,0.002287,-1.116672,1.365713,9.728700,128.946548,-164.188126,253.232788,0.010000
-0.005490,0.000686,-0.008007,-1.156840,1.325545,9.720666,128.946548,-164.188126,253.232788,0.010000
0.000000,-0.005490,-0.010981,-1.124705,1.285377,9.728700,128.946548,-164.188126,253.232788,0.010000
-0.002059,-0.006634,0.003660,-1.132739,1.301445,9.728700,128.946548,-164.188126,253.232788,0.010000
0.004118,-0.002745,-0.015099,-1.108638,1.293411,9.720666,128.946548,-164.188126,253.232788,0.010000
0.009608,-0.003660,-0.015099,-1.132739,1.293411,9.704598,128.946548,-164.188126,253.232788,0.010000
0.005490,-0.005261,-0.011896,-1.140772,1.261276,9.744766,128.946548,-164.188126,253.232788,0.010000
0.000915,0.009151,0.004575,-1.132739,1.285377,9.744766,128.946548,-164.188126,253.232788,0.010000
-0.010295,-0.009608,-0.005490,-1.116672,1.301445,9.760834,128.946548,-164.188126,253.232788,0.010000
0.002745,-0.003431,-0.011896,-1.132739,1.317512,9.696565,128.946548,-164.188126,253.232788,0.010000
-0.006405,-0.010066,-0.012125,-1.132739,1.325545,9.704598,128.946548,-164.188126,253.232788,0.010000
-0.001601,0.010981,-0.011210,-1.156840,1.277344,9.688531,128.946548,-164.188126,253.232788,0.010000
0.001143,0.010066,-0.002287,-1.164873,1.317512,9.672464,128.946548,-164.188126,253.232788,0.010000
-0.000686,0.005033,-0.010981,-1.148806,1.309478,9.736733,128.946548,-164.188126,253.232788,0.010000
-0.000915,-0.005719,0.002745,-1.172907,1.309478,9.744766,128.946548,-164.188126,253.232788,0.010000
-0.006405,-0.001830,-0.013497,-1.156840,1.293411,9.720666,128.946548,-164.188126,253.232788,0.010000
0.003431,-0.005490,-0.001830,-1.140772,1.301445,9.720666,128.946548,-164.188126,253.232788,0.010000
0.003431,0.002287,0.000000,-1.132739,1.277344,9.720666,128.946548,-164.188126,253.232788,0.010000
0.006863,0.008007,0.008693,-1.116672,1.301445,9.720666,128.946548,-164.188126,253.232788,0.010000
-0.001372,0.006634,0.000686,-1.148806,1.293411,9.672464,128.946548,-164.188126,253.232788,0.010000
-0.010981,-0.003889,-0.001830,-1.148806,1.317512,9.712632,128.946548,-164.188126,253.232788,0.010000
-0.000915,0.010066,-0.011438,-1.164873,1.293411,9.728700,128.946548,-164.188126,253.232788,0.010000
-0.002516,-0.000915,0.006863,-1.164873,1.301445,9.744766,128.946548,-164.188126,253.232788,0.010000
-0.002287,-0.015099,0.003431,-1.132739,1.301445,9.744766,128.946548,-164.188126,253.232788,0.010000
-0.003431,-0.003660,0.007320,-1.148806,1.253243,9.712632,128.946548,-164.188126,253.232788,0.010000
0.000457,-0.008464,0.000457,-1.148806,1.317512,9.696565,128.946548,-164.188126,253.232788,0.010000
-0.001830,0.010752,0.000228,-1.148806,1.285377,9.712632,128.946548,-164.188126,253.232788,0.010000
0.004346,-0.006634,0.003660,-1.132739,1.261276,9.704598,128.946548,-164.188126,253.232788,0.010000
0.003202,-0.003889,-0.002059,-1.140772,1.277344,9.712632,128.946548,-164.188126,253.232788,0.010000
0.012125,0.008464,-0.002287,-1.148806,1.269310,9.712632,128.946548,-164.188126,253.232788,0.010000
0.011896,-0.003889,-0.005948,-1.156840,1.317512,9.736733,128.946548,-164.188126,253.232788,0.010000
-0.002516,0.001143,0.009151,-1.156840,1.293411,9.728700,128.946548,-164.188126,253.232788,0.010000
-0.000228,0.004575,-0.013726,-1.140772,1.309478,9.704598,128.946548,-164.188126,253.232788,0.010000
-0.003431,-0.000228,-0.000228,-1.164873,1.317512,9.720666,128.946548,-164.188126,253.232788,0.010000
0.004118,-0.002516,-0.000228,-1.140772,1.317512,9.696565,128.946548,-164.188126,253.232788,0.010000
0.001830,0.008007,-0.000457,-1.148806,1.325545,9.728700,128.946548,-164.188126,253.232788,0.010000
0.015328,-0.007092,0.000000,-1.148806,1.301445,9.696565,128.946548,-164.188126,253.232788,0.010000
-0.005719,0.003660,-0.007778,-1.140772,1.285377,9.680498,128.946548,-164.188126,253.232788,0.010000
0.005948,-0.012811,-0.012811,-1.164873,1.261276,9.704598,128.946548,-164.188126,253.232788,0.010000
-0.005719,0.015099,0.003660,-1.108638,1.293411,9.664431,128.946548,-164.188126,253.232788,0.010000
-0.000228,-0.003202,-0.009608,-1.164873,1.317512,9.784935,128.946548,-164.188126,253.232788,0.010000
-0.001830,0.008235,-0.005719,-1.108638,1.285377,9.704598,128.946548,-164.188126,253.232788,0.010000
0.001830,-0.005948,0.007092,-1.132739,1.277344,9.752800,128.946548,-164.188126,253.232788,0.010000
0.004575,-0.011667,-0.011438,-1.148806,1.293411,9.728700,128.946548,-164.188126,253.232788,0.010000
-0.005490,0.000457,0.000915,-1.132739,1.269310,9.712632,128.946548,-164.188126,253.232788,0.010000
0.002516,0.005948,0.000228,-1.124705,1.309478,9.712632,128.946548,-164.188126,253.232788,0.010000
-0.003202,-0.007778,-0.003202,-1.148806,1.277344,9.712632,128.946548,-164.188126,253.232788,0.010000
-0.015328,0.005261,-0.002287,-1.148806,1.285377,9.752800,128.946548,-164.188126,253.232788,0.010000
-0.004118,0.001601,-0.007778,-1.124705,1.301445,9.712632,128.946548,-164.188126,253.232788,0.010000
0.002974,0.008922,-0.001601,-1.140772,1.309478,9.720666,128.946548,-164.188126,253.232788,0.010000
-0.004804,-0.008693,-0.005261,-1.140772,1.301445,9.728700,128.946548,-164.188126,253.232788,0.010000
-0.001601,0.009379,-0.005033,-1.140772,1.309478,9.728700,128.946548,-164.188126,253.232788,0.010000
0.002287,0.001143,-0.006177,-1.172907,1.333579,9.688531,128.946548,-164.188126,253.232788,0.010000
-0.001143,0.001601,-0.001143,-1.197008,1.333579,9.712632,128.946548,-164.188126,253.232788,0.010000
0.004118,0.008693,0.004804,-1.132739,1.293411,9.664431,128.946548,-164.188126,253.232788,0.010000
-0.005490,-0.008007,-0.005261,-1.197008,1.301445,9.712632,128.946548,-164.188126,253.232788,0.010000
-0.003660,-0.007092,-0.003202,-1.108638,1.269310,9.720666,128.946548,-164.188126,253.232788,0.010000
-0.000686,-0.013040,0.001601,-1.140772,1.285377,9.704598,128.946548,-164.188126,253.232788,0.010000
0.005948,-0.021276,0.000457,-1.132739,1.285377,9.712632,128.946548,-164.188126,253.232788,0.010000
0.001143,0.002059,-0.005948,-1.124705,1.309478,9.672464,128.946548,-164.188126,253.232788,0.010000
0.001830,-0.005490,-0.009608,-1.164873,1.333579,9.728700,128.946548,-164.188126,253.232788,0.010000
0.005948,0.004804,-0.014413,-1.116672,1.317512,9.712632,128.946548,-164.188126,253.232788,0.010000
-0.006405,-0.004118,-0.006863,-1.140772,1.325545,9.720666,128.946548,-164.188126,253.232788,0.010000
0.003889,-0.006405,-0.010066,-1.116672,1.301445,9.704598,128.946548,-164.188126,253.232788,0.010000
-0.001830,-0.012354,-0.014184,-1.140772,1.325545,9.736733,128.946548,-164.188126,253.232788,0.010000
0.003431,0.010981,-0.000457,-1.124705,1.301445,9.704598,128.946548,-164.188126,253.232788,0.010000
0.003660,-0.000228,0.004804,-1.148806,1.309478,9.744766,128.946548,-164.188126,253.232788,0.010000
0.009151,0.005261,-0.018302,-1.140772,1.285377,9.712632,128.946548,-164.188126,253.232788,0.010000
0.011667,0.003431,-0.003202,-1.156840,1.285377,9.728700,128.946548,-164.188126,253.232788,0.010000
0.007549,-0.004804,-0.002974,-1.148806,1.277344,9.696565,128.946548,-164.188126,253.232788,0.010000
0.001372,-0.002516,-0.012811,-1.116672,1.301445,9.736733,128.946548,-164.188126,253.232788,0.010000
0.006177,-0.015099,0.000000,-1.140772,1.261276,9.720666,128.946548,-164.188126,253.232788,0.010000
-0.004575,-0.005490,-0.002974,-1.172907,1.317512,9.704598,128.946548,-164.188126,253.232788,0.010000
0.001830,0.000457,-0.002516,-1.076504,1.309478,9.728700,128.946548,-164.188126,253.232788,0.010000
0.002974,-0.016014,0.005033,-1.148806,1.293411,9.720666,128.946548,-164.188126,253.232788,0.010000
0.002974,0.000000,-0.011896,-1.116672,1.269310,9.736733,128.946548,-164.188126,253.232788,0.010000
0.001601,0.002059,-0.002516,-1.180940,1.277344,9.736733,128.946548,-164.188126,253.232788,0.010000
-0.004118,-0.011896,-0.002974,-1.108638,1.301445,9.768867,128.946548,-164.188126,253.232788,0.010000
0.003431,-0.000228,-0.004118,-1.172907,1.301445,9.680498,128.946548,-164.188126,253.232788,0.010000
0.002059,0.000457,-0.009837,-1.124705,1.237176,9.704598,128.946548,-164.188126,253.232788,0.010000
-0.002516,-0.010295,-0.007778,-1.156840,1.301445,9.696565,128.946548,-164.188126,253.232788,0.010000
0.003431,0.009608,-0.001143,-1.140772,1.269310,9.704598,128.946548,-164.188126,253.232788,0.010000
0.000686,0.014641,-0.008464,-1.172907,1.317512,9.696565,128.946548,-164.188126,253.232788,0.010000
0.006634,-0.002059,-0.002287,-1.052403,1.213075,9.817069,128.946548,-164.188126,253.232788,0.010000
-0.001830,0.008464,-0.004804,-1.156840,1.285377,9.768867,128.946548,-164.188126,253.232788,0.010000
-0.004118,-0.005033,-0.004118,-1.140772,1.301445,9.736733,128.946548,-164.188126,253.232788,0.010000
0.000686,-0.013040,-0.002287,-1.164873,1.341613,9.672464,128.946548,-164.188126,253.232788,0.010000
-0.002516,-0.009608,-0.011438,-1.180940,1.309478,9.704598,128.946548,-164.188126,253.232788,0.010000
